"business_name","telephone","street","locality","region","zipcode","website","business_page","search_category","updated_at"
"JM Plumbing","416-712-9547","326 Oakwood Court","Newmarket","ON","L3Y 3C8","https://www.yellowpages.ca/gourl/ac5ec04849871bd6bab07d774a51b8f48d4d0760?redirect=http%3A%2F%2Fwww.jmplumbing.ca%2F","https://www.yellowpages.ca/bus/Ontario/Newmarket/JM-Plumbing/101655717.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.656712"
"TMK Mechanical","705-331-8653","","","","","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/TMK-Mechanical/100418969.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.656937"
"Vis Plumbing","647-622-5402","","Mississauga","ON","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Vis-Plumbing/101708631.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.657169"
"McDowall Plumbing","647-857-9253","222 Touchstone Dr","Toronto","ON","M6M 5J7","https://www.yellowpages.ca/gourl/fc38ea09adcd48cf2422e6ace51e9bce34bf3981?redirect=https%3A%2F%2Fwww.facebook.com%2FMcDowallPlumbing%2F","https://www.yellowpages.ca/bus/Ontario/Toronto/McDowall-Plumbing/101268516.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.657424"
"Artisan Plumbing","416-473-4410","","","","","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/Artisan-Plumbing/100458867.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.657651"
"TJ Plumbing","416-712-9111","","Toronto","ON","M6M 4B8","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/Toronto/TJ-Plumbing/6541583.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.657928"
"Blackburn Plumbing","647-321-1946","11 Ivybridge Dr","Brampton","ON","L6V 2X1","https://www.yellowpages.ca/gourl/c8024928edd65c071bd15ac051d71d5486568df7?redirect=http%3A%2F%2Fwww.facebook.com%2F150166568965600","https://www.yellowpages.ca/bus/Ontario/Brampton/Blackburn-Plumbing/8232136.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.658204"
"Plumbtastic Plumbers","416-489-1000","111 Chatsworth Dr","Toronto","ON","M4R 1R8","https://www.yellowpages.ca/gourl/ca8ea9c133741ee6aaa266ae1a90ceee93a715be?redirect=http%3A%2F%2Fwww.facebook.com%2F1504865739636036","https://www.yellowpages.ca/bus/Ontario/Toronto/Plumbtastic-Plumbers/101711988.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.658496"
"ExpressRooter Plumbing","416-760-7656","269 Richmond St W","Toronto","ON","M5V 1X1","https://www.yellowpages.ca/gourl/5ce717d5be57b3bf19d8a4f5d444bff5d8ae6ef8?redirect=http%3A%2F%2Fexpressrooter.com%2F","https://www.yellowpages.ca/bus/Ontario/Toronto/ExpressRooter-Plumbing/3768576.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.658743"
"Hill Supplies","416-409-7721","157 Crosby Ave","Richmond Hill","ON","L4C 2R3","https://www.yellowpages.ca/gourl/015300f89a59ff68a454d52a4d527006e729d345?redirect=http%3A%2F%2Fwww.hillsupplies.com%2F","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Hill-Supplies/774594.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.659000"
"ACE Plumbing","613-559-1996","","","","","","https://www.yellowpages.ca/bus/Ontario/ACE-Plumbing/101495993.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.659215"
"YYZ Plumbing","416-633-3232","153 Bridgeland Ave","North York","ON","M6A 2Y6","https://www.yellowpages.ca/gourl/0d974920b6febec163dc01bacc7f8549515f0096?redirect=http%3A%2F%2Fwww.yyzplumbing.com%2F","https://www.yellowpages.ca/bus/Ontario/North-York/YYZ-Plumbing/6461780.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.659484"
"Arico Plumbing","416-320-8380","100 Arbors Lane","Woodbridge","ON","L4L 7G4","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/Woodbridge/Arico-Plumbing/101221410.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.659803"
"Draincity Inc","416-749-1800","27 Coronet Rd","Etobicoke","ON","M8Z 2L8","https://www.yellowpages.ca/gourl/d1b8d5f7e4ad86ed15710b1e867dd8854f148ae2?redirect=http%3A%2F%2Fdraincity.com%2F","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Draincity-Inc/6116070.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.660121"
"Goodguy Plumbing","416-995-2855","36 Pemican Crt","North York","ON","M2M 2Z3","https://www.yellowpages.ca/gourl/d22bb4eec1ea3e08876a3778dffbd624b55f34c7?redirect=http%3A%2F%2Fwww.facebook.com%2F1700772696836990","https://www.yellowpages.ca/bus/Ontario/North-York/Goodguy-Plumbing/7206723.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.660397"
"Simi Plumming","647-225-3896","112 Patrice Cres","Thornhill","ON","L4J 4Z4","https://www.yellowpages.ca/gourl/5233883261468a16c4e58c5b35c0a26c53ce57c6?redirect=http%3A%2F%2Fwww.facebook.com%2F1766257543607086","https://www.yellowpages.ca/bus/Ontario/Thornhill/Simi-Plumming/6299115.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.660680"
"Magic Plumbing","647-988-5754","","","","","","https://www.yellowpages.ca/bus/Ontario/Magic-Plumbing/100524446.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.660913"
"Public Plumbing","416-752-5959","","","","","","https://www.yellowpages.ca/bus/Ontario/Public-Plumbing/8211064.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.661119"
"MCS Plumbing","647-518-7543","2-24795 Woodbine Ave","Keswick","ON","L4P 3E9","https://www.yellowpages.ca/gourl/7332bc5bfbf9b8dc544603054cbc70b3d8e78b93?redirect=https%3A%2F%2Fmcsplumbing.ca%2F","https://www.yellowpages.ca/bus/Ontario/Keswick/MCS-Plumbing/101850493.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.661393"
"Deep Plumbing","416-312-2415","","","","","","https://www.yellowpages.ca/bus/Ontario/Deep-Plumbing/102171332.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:28.661637"
"San-Del Plumbing","416-876-8700","Ontario","","ON","","","https://www.yellowpages.ca/bus/Ontario/San-Del-Plumbing/8176548.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.550546"
"Zam Plumbing","647-461-4252","29 Machockie Rd","East York","ON","M4C 3M5","https://www.yellowpages.ca/gourl/bc8af713ddcdea3cb64d9a4390b7cb80ae287320?redirect=http%3A%2F%2Fwww.facebook.com%2F1065050366889928","https://www.yellowpages.ca/bus/Ontario/East-York/Zam-Plumbing/100342999.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.550800"
"DrainRooter Plumbing","416-477-4755","263 Bering Ave","Etobicoke","ON","M8Z 3A5","https://www.yellowpages.ca/gourl/a16441c476619fef6053a123b6089aaba69fe96b?redirect=https%3A%2F%2Fwww.drainrooterplumbing.ca%2F","https://www.yellowpages.ca/bus/Ontario/Etobicoke/DrainRooter-Plumbing/7225379.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.551066"
"Osmaks Inc","416-663-4777","9 Renoak Dr","North York","ON","M2R 3E1","https://www.yellowpages.ca/gourl/43eaefa1f1eb459c4b88b23d030f63a9b4c7bde7?redirect=http%3A%2F%2Fwww.osmaks.com%2F","https://www.yellowpages.ca/bus/Ontario/North-York/Osmaks-Inc/2735167.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.551322"
"Hmm Distributors","416-398-7113","384 Canarctic Dr","North York","ON","M3J 2V3","https://www.yellowpages.ca/gourl/78be19af9173fa4be776c67e621909f3f9c09f3b?redirect=http%3A%2F%2Fwww.hmmdistributors.com%2F","https://www.yellowpages.ca/bus/Ontario/North-York/Hmm-Distributors/3885808.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.551581"
"Drain Relief","416-908-2892","","","","","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/Drain-Relief/6586612.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.551806"
"Matlock Plumbing","905-914-0280","","","","","","https://www.yellowpages.ca/bus/Ontario/Matlock-Plumbing/6102925.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.552022"
"VT Plumbing","905-243-4606","","","","","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/VT-Plumbing/101206374.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.552244"
"KH Contractor","416-779-9415","","","","","","https://www.yellowpages.ca/bus/Ontario/KH-Contractor/7185553.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.552480"
"Drain Plus","647-785-5646","","","ON","M2E 1E4","","https://www.yellowpages.ca/bus/Ontario/Drain-Plus/101292978.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.552712"
"Ava Plumbing","416-877-5553","45 Oakmount Rd Intcm","Toronto","ON","M6P 2M4","https://www.yellowpages.ca/gourl/358b5f51b17b5f19aff3dacdd74d13b9eb9d8243?redirect=http%3A%2F%2Fwww.facebook.com%2F315625962253024","https://www.yellowpages.ca/bus/Ontario/Toronto/Ava-Plumbing/4430355.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.552954"
"M&T Plumbing","647-439-9571","10A Dell Park Ave","North York","ON","M6B 2T4","https://www.yellowpages.ca/gourl/55803cb6289c86ec72b51a60e898c6696955fb4e?redirect=http%3A%2F%2Fmtplumbing.ca%2F","https://www.yellowpages.ca/bus/Ontario/North-York/M-T-Plumbing/7602693.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.553208"
"Silvan Mechanical","416-530-7818","130 Industry St","North York","ON","M6M 5G3","https://www.yellowpages.ca/gourl/b047fa544f1d5b172d52acff4ed20be16884fa0c?redirect=http%3A%2F%2Fsilvanmechanical.com%2F","https://www.yellowpages.ca/bus/Ontario/North-York/Silvan-Mechanical/6450913.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.553464"
"Proserv Plumbing","416-236-5373","5174 Dundas St W","Etobicoke","ON","M9A 1C4","https://www.yellowpages.ca/gourl/eb3fdd2772a383d935e339577203fa69d34477be?redirect=http%3A%2F%2Fproservplumbing.com%2F","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Proserv-Plumbing/3348039.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.553720"
"Jam Plumbing","416-398-1615","5-40 Kodiak Cres","North York","ON","M3J 3G5","https://www.yellowpages.ca/gourl/cfdbe1c79bba97f190a16f6a319839bea7a8b19e?redirect=http%3A%2F%2Fwww.jamplumbing.ca%2F","https://www.yellowpages.ca/bus/Ontario/North-York/Jam-Plumbing/100199321.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.553970"
"Applewood Plumbing","647-688-9729","4238 Garnetwood Chase","Mississauga","ON","L4W 2G9","https://www.yellowpages.ca/gourl/f65daaf50e64bdf10061dba97979154dc3c2ebe2?redirect=http%3A%2F%2Fwww.facebook.com%2F210550622655164","https://www.yellowpages.ca/bus/Ontario/Mississauga/Applewood-Plumbing/7717472.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.554227"
"Caldwell Plumbing","416-574-4770","","","","","","https://www.yellowpages.ca/bus/Ontario/Caldwell-Plumbing/7183836.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.554460"
"Prut Plumbing","416-477-0407","","","","","","https://www.yellowpages.ca/bus/Ontario/Prut-Plumbing/8023821.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.554684"
"J&P Plumbing","416-994-2535","","Oakville","ON","L6M 2B3","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/Oakville/J-P-Plumbing/8175864.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.554924"
"Jtp Plumbing","647-308-6005","","","","","","https://www.yellowpages.ca/bus/Ontario/Jtp-Plumbing/8132062.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.555149"
"B&B Plumbing","647-700-7739","","","","","","https://www.yellowpages.ca/bus/Ontario/B-B-Plumbing/101029956.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.555365"
"Aquamaster Plumbing","416-901-4562","247-371 Front St W","Toronto","ON","M5V 3S8","https://www.yellowpages.ca/gourl/4793ef969fa090c37804e693115a380d46e874b3?redirect=https%3A%2F%2Fwww.facebook.com%2Fpages%2FAquamaster-Drain-Plumbing-Waterproofing-Inc%2F391155397671075","https://www.yellowpages.ca/bus/Ontario/Toronto/Aquamaster-Plumbing/100305804.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.555639"
"Tyco Plumbing","647-632-6919","109 Lucena Cres","Maple","ON","L6A 2W5","https://www.yellowpages.ca/gourl/5939b78dbef0079a8fe7084fca2b98c89276a152?redirect=http%3A%2F%2Fwww.Facebook.com%2Ftycoplumbing01","https://www.yellowpages.ca/bus/Ontario/Maple/Tyco-Plumbing/101248748.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.555897"
"Denos Plumbing","416-209-5644","","","","","","https://www.yellowpages.ca/bus/Ontario/Denos-Plumbing/5355772.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.556119"
"Sherlock Homes","647-869-2642","","Toronto","ON","M6K 3B8","","https://www.yellowpages.ca/bus/Ontario/Toronto/Sherlock-Homes/100808443.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.556360"
"GP Mechanical","416-990-8880","80 Colville Rd","North York","ON","M6M 2Y4","","https://www.yellowpages.ca/bus/Ontario/North-York/GP-Mechanical/6560991.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.556605"
"Sentinel Plumbing","416-235-0704","28 Milford Ave","North York","ON","M6M 2V8","","https://www.yellowpages.ca/bus/Ontario/North-York/Sentinel-Plumbing/1426286.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.556855"
"Golden Plumbing","647-956-9223","1145 Brock St S","Whitby","ON","L1N 4M1","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/Whitby/Golden-Plumbing/100851505.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.557120"
"DrainConstractors Direct","416-818-5622","","","","","","https://www.yellowpages.ca/bus/Ontario/DrainConstractors-Direct/8240263.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.557329"
"Citti Plumber","647-741-9990","","Mississauga","ON","L4W 1K8","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Citti-Plumber/101099451.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.557573"
"Reliance Plumbing","647-828-2793","","","","","","https://www.yellowpages.ca/bus/Ontario/Reliance-Plumbing/101138102.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.557791"
"Ruber Plumbling","905-386-0812","","","","","","https://www.yellowpages.ca/bus/Ontario/Ruber-Plumbling/100862480.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.558010"
"Favorite Plumbing","416-832-3255","1905-511 The West Mall","Etobicoke","ON","M9C 1G5","https://www.yellowpages.ca/gourl/cc11dafc3df6516b279d791dc732fa41939739ac?redirect=http%3A%2F%2Ffavoriteplumbing.ca%2F","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Favorite-Plumbing/100495471.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.558295"
"Prime Mechanical","416-466-6923","938 Queen St E","Toronto","ON","M4M 1J7","https://www.yellowpages.ca/gourl/2d222f84cf09a4f8699fe104d576be06f8a30ec7?redirect=https%3A%2F%2Fwww.facebook.com%2FPrime-Mechanical-Co-1549566202009957%2F","https://www.yellowpages.ca/bus/Ontario/Toronto/Prime-Mechanical/1266310.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.558562"
"Christopher Plumbing","416-766-9477","2911 Dundas St W","Toronto","ON","M6P 1Z1","https://www.yellowpages.ca/gourl/3829e864cb6ac0bcddd03d8fc261c87be42cb1e0?redirect=http%3A%2F%2Fchristophersplumbing.com%2F","https://www.yellowpages.ca/bus/Ontario/Toronto/Christopher-Plumbing/2180780.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:29.558817"
"Croteck Plumbing","416-991-4024","","","","","","https://www.yellowpages.ca/bus/Ontario/Croteck-Plumbing/7960684.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.486926"
"Toram Mechanical","416-255-5775","","","","","","https://www.yellowpages.ca/bus/Ontario/Toram-Mechanical/7768654.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.487147"
"Flowmaster Plumbing","416-770-6587","","TORONTO","ON","","","https://www.yellowpages.ca/bus/Ontario/TORONTO/Flowmaster-Plumbing/100540325.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.487371"
"Natphil Inc","416-679-1477","151 Carlingview Dr","Etobicoke","ON","M9W 5S4","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Natphil-Inc/2428019.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.487629"
"Way Plumbing","416-364-8584","314 Queen St E","Toronto","ON","M5A 1S8","","https://www.yellowpages.ca/bus/Ontario/Toronto/Way-Plumbing/1693707.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.487880"
"Riverdale Plumbing","416-466-9504","41 Research Rd","East York","ON","M4G 2G8","","https://www.yellowpages.ca/bus/Ontario/East-York/Riverdale-Plumbing/1343918.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.488119"
"ATM Plumbing","416-688-4786","","","","","","https://www.yellowpages.ca/bus/Ontario/ATM-Plumbing/4055995.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.488317"
"Direct Plumbing","416-450-9886","","","","","","https://www.yellowpages.ca/bus/Ontario/Direct-Plumbing/7242113.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.488514"
"Flash Drains","905-537-9514","","","","","","https://www.yellowpages.ca/bus/Ontario/Flash-Drains/6108070.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.488710"
"Whitfield Plumbing","905-933-6070","","","","","","https://www.yellowpages.ca/bus/Ontario/Whitfield-Plumbing/7026214.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.488933"
"Plumbing Planet","647-933-2131","","Toronto","ON","M2M 3S3","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/Toronto/Plumbing-Planet/101917028.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.489160"
"MJM Plumbing","416-873-6999","1 Coalport Dr","Toronto","ON","M1N 4B5","https://www.yellowpages.ca/gourl/3d0ba3b231561908f9ecd7c3f42d26ebb8f6161a?redirect=http%3A%2F%2Fwww.facebook.com%2F162082554545166","https://www.yellowpages.ca/bus/Ontario/Toronto/MJM-Plumbing/6780217.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.489395"
"Drain Detectives","416-454-0145","27 Merritt Rd","East York","ON","M4B 3K4","https://www.yellowpages.ca/gourl/553708e2668a8a30715a5a6b27612ed1099b77e8?redirect=http%3A%2F%2Fwww.facebook.com%2F621538161370122","https://www.yellowpages.ca/bus/Ontario/East-York/Drain-Detectives/4132991.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.489633"
"Rapha Care","416-738-6624","1007-3300 Don Mills Rd","Toronto","ON","M2J 4X7","https://www.yellowpages.ca/gourl/1cf7cc7b2fe3c28b95eef469d3f651581f2fed41?redirect=http%3A%2F%2Fwww.raphacare.ca%2F","https://www.yellowpages.ca/bus/Ontario/Toronto/Rapha-Care/100194428.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.489884"
"Plumbing Smart","416-493-8625","73 Pettibone Sq","Toronto","ON","M1W 2J1","https://www.yellowpages.ca/gourl/99c992361d52a9a45d0e5c9b8adc9b2ea947b1d1?redirect=http%3A%2F%2Fsmartplumbing.ca%2F","https://www.yellowpages.ca/bus/Ontario/Toronto/Plumbing-Smart/6775405.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.490134"
"Sprint Mechanical","416-747-6059
1-888-600-7995","50 Woodbine Downs Blvd","Etobicoke","ON","M9W 5R2","https://www.yellowpages.ca/gourl/0e7dac79748555e8e2c960ad37f09859401a6ab2?redirect=http%3A%2F%2Fsprintinsight.com%2F","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Sprint-Mechanical/1841160.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.490383"
"GTA-Drainsolutions","647-213-0633","3771 Arbourview Terr","Mississauga","ON","L5M 7A8","https://www.yellowpages.ca/gourl/ee0be15d944f6391715c83338bcdd2d1efb8a639?redirect=http%3A%2F%2Fgtadrainsolutions.com%2F","https://www.yellowpages.ca/bus/Ontario/Mississauga/GTA-Drainsolutions/8181162.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.490625"
"Crme Inc","416-844-9484","220 Casimir St","Port Perry","ON","L9L 1B7","https://www.yellowpages.ca/gourl/3d22c2f91667ee7bc4216a5829e4721ccc20213e?redirect=http%3A%2F%2Fwww.facebook.com%2F528953644149056","https://www.yellowpages.ca/bus/Ontario/Port-Perry/Crme-Inc/102212473.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.490861"
"Dipietro Plumbing","416-892-0148","","","","","","https://www.yellowpages.ca/bus/Ontario/Dipietro-Plumbing/4000133.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.491074"
"Waterworkscanada.com","416-638-8496","","","","","","https://www.yellowpages.ca/bus/Ontario/Waterworkscanada-com/2983028.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.491268"
"Drain Alert","416-409-2237","","","","","","https://www.yellowpages.ca/bus/Ontario/Drain-Alert/4122916.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.491461"
"Pir Plumbing","416-795-4551","","","","","","https://www.yellowpages.ca/bus/Ontario/Pir-Plumbing/8023658.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.491654"
"Delex Plumbing","416-910-2550","","","","","","https://www.yellowpages.ca/bus/Ontario/Delex-Plumbing/8029492.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.491857"
"Sierra Plumbing","519-820-6957","","","","","","https://www.yellowpages.ca/bus/Ontario/Sierra-Plumbing/8121229.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.492048"
"Service Plumber","705-441-0931","","","","","","https://www.yellowpages.ca/bus/Ontario/Service-Plumber/7019950.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.492252"
"Pioneer Plumbing","705-787-6020","","","","","","https://www.yellowpages.ca/bus/Ontario/Pioneer-Plumbing/7020213.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.492452"
"Adrian Plumbing","416-880-1029","","","","","","https://www.yellowpages.ca/bus/Ontario/Adrian-Plumbing/100027123.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.492636"
"AJ Plumbing","613-332-6342","","","","","","https://www.yellowpages.ca/bus/Ontario/AJ-Plumbing/8178538.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.492838"
"Maple Plumbing","416-726-1124","3062 Dundas St W","Toronto","ON","M6P 1Z7","","https://www.yellowpages.ca/bus/Ontario/Toronto/Maple-Plumbing/2393421.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.493071"
"Overall Plumbing","416-884-2483","80 Greenbrae Circt","Scarborough","ON","M1H 1R3","https://www.yellowpages.ca/gourl/db4bcd3b74bfd6652ade66e9f96f14190ab001f0?redirect=http%3A%2F%2Foverallplumbing.com%2F","https://www.yellowpages.ca/bus/Ontario/Scarborough/Overall-Plumbing/100444005.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.493314"
"Prompt Plumbing","416-888-9244","","","","","","https://www.yellowpages.ca/bus/Ontario/Prompt-Plumbing/4111184.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.493534"
"Crescentown Plumbing","416-984-2785","7 Glamorgan Crt","Markham","ON","L3R 7V7","","https://www.yellowpages.ca/bus/Ontario/Markham/Crescentown-Plumbing/7608213.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.493771"
"Sam Plumbing","416-930-2830","41 Shaftsbury Ave","Richmond Hill","ON","L4B 4R8","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Sam-Plumbing/100303603.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.494027"
"Twins Plumbing","416-258-3699","","","","","","https://www.yellowpages.ca/bus/Ontario/Twins-Plumbing/5953373.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.494246"
"ABS Mechanical","416-787-8615","660 Eglinton Ave W","Toronto","ON","M5N 1C3","https://www.yellowpages.ca/gourl/51f8700a1f072d277eb296a8cae4644892dc550b?redirect=http%3A%2F%2Fwww.facebook.com%2F194488240935851","https://www.yellowpages.ca/bus/Ontario/Toronto/ABS-Mechanical/27699.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:30.494486"
"European Plumbing","416-268-7825","335 Lawrence Ave W","North York","ON","M5M 1B5","https://www.yellowpages.ca/gourl/4d0dfbc6189c1f27d29ecc95b77124ec0f1c923c?redirect=http%3A%2F%2Fwww.facebook.com%2F1726594897416218","https://www.yellowpages.ca/bus/Ontario/North-York/European-Plumbing/101052265.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.422396"
